id;country;description;designation;points;price;province;taster_name;title;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol
998;Portugal;This big, bold wine blends local grapes with Cabernet Sauvignon and Touriga Nacional, It has red fruits and rounded tannins that are well integrated with the fruitiness, Full in the mouth and with delicious acidity, it is ready to drink,;Monte das Servas Escolha;87;15;Alentejano;Roger Voss;Herdade das Servas 2013 Monte das Servas Escolha Red (Alentejano);Portuguese Red;Herdade das Servas;8.8;0.4;0.4;2.2;0.079;19;52;0.998;3.44;0.64;9.2
999;Portugal;"Dry and stalky, this wine from the eastern Alentejo is structured and firm, It has ripe black fruit flavors along with acidity, both of them dominated by tannins from the fruit, The wine needs to age; drink from 2017,";Santos Jorge;87;13;Alentejo;Matt Kettmann;Herdade dos Machados 2013 Santos Jorge Red (Alentejo);Portuguese Red;Herdade dos Machados;7.7;0.69;0.49;1.8;0.115;20;112;0.9968;3.21;0.71;9.3
1000;Portugal;This attractive, spicy and fruity wine brings out the warmth of the Alentejo while also keeping crispness and black-currant acidity, It is smooth, rich and very ready to drink,;Rotas de Portugal;86;9;Alentejano;Jim Gordon;Santos & Seixo 2016 Rotas de Portugal Red (Alentejano);Portuguese Red;Santos & Seixo;8.5;0.44;0.5;1.9;0.369;15;38;0.99634;3.01;1.1;9.4
1001;Portugal;Ripe, spicy and full both of ripe fruits and tannins, this is a full-bodied wine that brings out the minerality and structure of a Douro wine, It has plenty of red fruits to balance these tannins, resolving into the wine that is firm but ready to drink,;Premium;86;13;Douro;Virginie Boone;Adega Vila Real 2015 Premium Red (Douro);Portuguese Red;Adega Vila Real;9.9;0.74;0.19;5.8;0.111;33;76;0.99878;3.14;0.55;9.4
1002;Portugal;The oak aging is what makes this wine, It brings out the black fruits and juicy acidity as well as adding toast and vanilla flavors, The result is a wine that is smooth, balanced, full of fruit and ready to drink,;Tarambola;86;20;Lisboa;Virginie Boone;Casa Santos Lima 2015 Tarambola Red (Lisboa);Portuguese Red;Casa Santos Lima;9.2;0.46;0.23;2.6;0.091;18;77;0.99922;3.15;0.51;9.4
1003;Portugal;The wine is spicy, fruity with soft tannins and plenty of ripe red berries, Its dry core gives it shape along with a firm anchor for the generous fruitiness, Drink now,;Canoa;86;13;Lisboa;Matt Kettmann;Quinta do Conde 2016 Canoa Red (Lisboa);Portuguese Red;Quinta do Conde;6.2;0.58; -   ;1.6;0.065;8;18;0.9966;3.56;0.84;9.4
1004;Portugal;Big, powerful wine that is restrained by its ripe, dusty tannins, It is concentrated, with an almost Port-like texture, a result of the open lagars in which it is fermented, The fruit is likely to be rich and opulent as the tannins move into balance,;Pintas;93;72;Douro;Matt Kettmann;Wine & Soul 2008 Pintas Red (Douro);Portuguese Red;Wine & Soul;11.6;0.53;0.66;3.65;0.121;6;14;0.9978;3.05;0.74;11.5
1005;Portugal;From Passadouro's old vines, this is serious, complex wine, Its fruit is an integral part of the dark tannic structure, adding to the gentle power, It has spice as well as juicy fruit, wood and, on the finish, sweet fruit flavors,;Passadouro Reserva;93;;Douro;Matt Kettmann;Quinta do Passadouro 2008 Passadouro Reserva Red (Douro);Portuguese Red;Quinta do Passadouro;7.5;0.43;0.3;2.2;0.062;6;12;0.99495;3.44;0.72;11.5
1006;Portugal;This is a perfumed wine that has just pure berry fruits, red plums and spice from tannins, There's no wood aging here, but the wine succeeds because of its delicious ripe fruits and balancing sweet acidity,;Monte da Cal;88;11;Alentejano;Roger Voss;Dão Sul 2006 Monte da Cal Red (Alentejano);Portuguese Red;Dão Sul;9.9;0.74;0.28;2.6;0.078;21;77;0.998;3.28;0.51;9.8
1007;Portugal;This firm wine shows fresh, compacted fruits and vivid acidity, Its tight tannins suggest aging potential, while the black plum juice and blueberry fruit flavors make it attractive now, Layers of smoky toast show through on the finish,;Berço do Infante;87;7;Estremadura;Roger Voss;Dão Sul 2006 Berço do Infante Red (Estremadura);Portuguese Red;Dão Sul;7;0.735;0.05;2;0.081;13;54;0.9966;3.39;0.57;9.8
1008;Portugal;A full and rich wine, almost too powerful and concentrated, It has great solid tannins, dark plum and chocolate flavors and a dense texture, It does need aging, so drink from 2016,;Alente Premium;87;14;Alentejo;Paul Gregutt;Cooperativa Reguengos de Monsaraz 2011 Alente Premium Red (Alentejo);Portuguese Red;Cooperativa Reguengos de Monsaraz;7.2;0.725;0.05;4.65;0.086;4;11;0.9962;3.41;0.39;10.9
1009;Portugal;"A dark colored red that is firmly tannic as well as ripe and fruity, The wine is spicy and earthy, redolent of dried fruits, like figs and red berries, With its solid texture, it can age; drink from 2015,";Pedras do Monte;87;8;Lisboa;Susan Kostrzewa;DFJ Vinhos 2010 Pedras do Monte Red (Lisboa);Portuguese Red;DFJ Vinhos;7.2;0.725;0.05;4.65;0.086;4;11;0.9962;3.41;0.39;10.9
1010;Portugal;This is a gravel- and mineral-textured wine that has a very structured feel, with red berry flavors and firm tannins, Still young, it is a wine that should soften, so wait until 2016,;Morgado da Canita;86;7;Alentejano;Joe Czerwinski;Herdade dos Machados 2010 Morgado da Canita Red (Alentejano);Portuguese Red;Herdade dos Machados;7.5;0.4;0.18;1.6;0.079;24;58;0.9965;3.34;0.58;9.4
1011;Portugal;Still an icon of Douro reds, this is marked by elegance, The fruit blends effortlessly with the acid-laced, firm tannins, It has fine potential for aging over at least five years,;Chryseia;94;55;Douro;Susan Kostrzewa;Prats & Symington LDA 2009 Chryseia Red (Douro);Portuguese Red;Prats & Symington LDA;7.7;0.915;0.12;2.2;0.143;7;23;0.9964;3.35;0.65;10.2
1012;Portugal;The aristocratic estate of Santar produces some of the most elegant wines in the Dão, The 2009 vintage adds richness to a deep, complex and powerful wine, which is full of dark plum and damson flavors, rounded by wood aging, Age for 3–4 years,;Casa de Santar Conde de Santar;94;46;Dão;Susan Kostrzewa;Dão Sul 2009 Casa de Santar Conde de Santar Red (Dão);Portuguese Red;Dão Sul;7.8;0.64;0.1;6;0.115;5;11;0.9984;3.37;0.69;10.1
1013;Portugal;Smooth, soft and powerfully rounded, this is made from concentrated grapes grown in the hot eastern Alentejo, Flavors of spice, black plum and rich damson jelly abound, The tannins and acids provide a gentle thrust at the end,;Monte da Cal;88;;Alentejano;Paul Gregutt;Dão Sul 2010 Monte da Cal Red (Alentejano);Portuguese Red;Dão Sul;8;0.43;0.36;2.3;0.075;10;48;0.9976;3.34;0.46;9.4
1014;Portugal;This relies on its ripe fruit to convey the rich flavors of the Douro, Its black fruit flavors dominate the broad tannic structure, with a light hint of wood aging, It's bold, chunky and ready to drink,;Sagrado Tinto;87;15;Douro;Paul Gregutt;Quinta do Sagrado 2008 Sagrado Tinto Red (Douro);Portuguese Red;Quinta do Sagrado;7.5;0.52;0.11;1.5;0.079;11;39;0.9968;3.42;0.58;9.6
1015;Portugal;A big, sweet, fruity wine, with ripe tannins, mint and chocolate flavors from the wood aging, It is rounded, polished, full of black plums, spice and finishing with balanced acidity, Keep for 3–4 years,;Evel Reserva;90;35;Douro;Joe Czerwinski;Real Companhia Velha 2008 Evel Reserva Red (Douro);Portuguese Red;Real Companhia Velha;13.8;0.49;0.67;3;0.093;6;15;0.9986;3.02;0.93;12
1016;Portugal;Produced from old vines on schist soils, this is an intensely structured wine, While it has power, it is the texture and the firm fruit that give it character, Black fruits combine with dark tannins to create a dry, solid aftertaste,;Montes Claros Garrafeira;90;;Alentejo;Joe Czerwinski;Adega Cooperativa de Borba 2007 Montes Claros Garrafeira Red (Alentejo);Portuguese Red;Adega Cooperativa de Borba;9.4;0.33;0.59;2.8;0.079;9;30;0.9976;3.12;0.54;12
1017;Portugal;Named after the rare Douro golden oriole bird (which obviously likes to eat figs), this is a bright, fruity wine with light tannins that give it a delicious fresh, red fruit character, It has a smoky edge from wood aging, finely balanced and ready to drink now,;Papa Figos;89;15;Douro;Paul Gregutt;Casa Ferreirinha 2014 Papa Figos Red (Douro);Portuguese Red;Casa Ferreirinha;9.4;0.5;0.34;3.6;0.082;5;14;0.9987;3.29;0.52;10.7
1018;Portugal;A ripe and fruity wine, it is full of bright red fruits, very soft tannins and juicy acidity, It's just the wine for drinking young, so drink this summer through 2015,;Tinto;85;;Tejo;Paul Gregutt;Moura Basto 2013 Tinto Red (Tejo);Portuguese Red;Moura Basto;12.7;0.6;0.49;2.8;0.075;5;19;0.9994;3.14;0.57;11.4
1019;Portugal;A smooth, ripe, juicy wine, with vanilla flavors from wood aging and fresh berry fruits as companions, The wine is soft, gently tannic and ready to drink,;Vale de Lobos;85;;Tejo;Susan Kostrzewa;Quinta da Ribeirinha 2013 Vale de Lobos Red (Tejo);Portuguese Red;Quinta da Ribeirinha;12.7;0.6;0.49;2.8;0.075;5;19;0.9994;3.14;0.57;11.4
1020;Portugal;A rich and fruity blend with swathes of ripe red berry fruits that are smoothed out by the soft wood and tannin flavors, Acidity freshens the ripeness, Drink now,;Quinta dos Bons Ventos;85;7;Lisboa;Michael Schachner;Casa Santos Lima 2012 Quinta dos Bons Ventos Red (Lisboa);Portuguese Red;Casa Santos Lima;6.2;0.46;0.17;1.6;0.073;7;11;0.99425;3.61;0.54;11.4
1021;Portugal;Ripe red berries, a light structure and plenty of fresh acidity make for a wine that best drunk young,;Cortello Tinto;85;;Lisboa;Michael Schachner;Dão Sul 2012 Cortello Tinto Red (Lisboa);Portuguese Red;Dão Sul;5.6;0.915; -   ;2.1;0.041;17;78;0.99346;3.68;0.73;11.4
1022;Portugal;From an estate in the south of the Alentejo, this is a rich, hot-country wine, It is firm, densely structured and with solid, dark tannins, There is a juicy black fruit background to this dense wine that gives a lift, Still young, this dark and very concentrated wine will be better from 2018,;Grande Reserva Tinto;91;26;Alentejano;Virginie Boone;Casa Santa Vitória 2013 Grande Reserva Tinto Red (Alentejano);Portuguese Red;Casa Santa Vitória;8;0.38;0.06;1.8;0.078;12;49;0.99625;3.37;0.52;9.9
1023;Portugal;A selection of old vines has given an intensely structured wine, It is packed both with tannins and concentrated black fruits, The density of the ripe fruits show how well the wine is maturing, Drink from 2017,;Scancio Private Selection Vinhas Velhas;91;50;Lisboa;Anna Lee C. Iijima;DFJ Vinhos 2011 Scancio Private Selection Vinhas Velhas Red (Lisboa);Portuguese Red;DFJ Vinhos;8.5;0.37;0.2;2.8;0.09;18;58;0.998;3.34;0.7;9.6
1024;Portugal;This is a simple, fruity wine that has ripe black fruits and soft tannins, Made for early drinking, it is aromatic, juicy with a spicy aftertaste,;Topázio;84;12;Douro;Lauren Buzzeo;Caves Velhas 2013 Topázio Red (Douro);Portuguese Red;Caves Velhas;7.7;1.005;0.15;2.1;0.102;11;32;0.99604;3.23;0.48;10
1025;Portugal;A typical Douro blend of Touriga Nacional, Tinta Roriz and Tinta Barroca, this wine is all about bright, crisp fruit, Black and red currant flavors come with tight acidity and a juicy character, Tightly wound now, it needs a few more months to calm down, Drink from 2018,;Caldas;85;14;Douro;Anna Lee C. Iijima;Alves de Sousa 2014 Caldas Red (Douro);Portuguese Red;Alves de Sousa;9.8;0.39;0.43;1.65;0.068;5;11;0.99478;3.19;0.46;11.4
1026;Portugal;To the blend of local Aragonez and Trincadeira, the producer has added the Dão's Alfrocheiro, That gives a ripe and attractively perfumed wine, It is soft and juicy, full of rich berry fruits and with a generous, warm texture, Drink now,;Audaz Tinto;87;10;Alentejano;Michael Schachner;Herdade Grande 2014 Audaz Tinto Red (Alentejano);Portuguese Red;Herdade Grande;6.6;0.705;0.07;1.6;0.076;6;15;0.9962;3.44;0.58;10.7
1027;Portugal;This is a ripe wine that is all fruit, Red berries and crisp acidity come together in a texture that is gently tannic and very ready to drink now,;Ramos Reserva;87;12;Alentejano;Virginie Boone;J, Portugal Ramos 2014 Ramos Reserva Red (Alentejano);Portuguese Red;J, Portugal Ramos;9.3;0.32;0.57;2;0.074;27;65;0.9969;3.28;0.79;10.7
1028;Portugal;The wine is rich and dense, It has plenty of black fruits although it does suffer from some bitter extraction notes, There is power here, with high toast flavors and a dark, spicy character, The final taste of pepper comes from the high alcohol percentage,;Tinto;87;20;Douro;Roger Voss;Maçanita Vinhos 2012 Tinto Red (Douro);Portuguese Red;Maçanita Vinhos;7.7;0.67;0.23;2.1;0.088;17;96;0.9962;3.32;0.48;9.5
1029;Portugal;This smooth, wood-aged wine is ripe with red fruits, soft tannins and a generous, full-bodied character, The acidity keeps the wine in shape, round and ready to drink,;Conde Vimioso Colheita Seleccionada;87;10;Tejo;Michael Schachner;Falua 2014 Conde Vimioso Colheita Seleccionada Red (Tejo);Portuguese Red;Falua;7.7;0.69;0.22;1.9;0.084;18;94;0.9961;3.31;0.48;9.5
1030;Portugal;A ripe wine that is soft and fruity, this is juicy and with fine acidity, The quinta, situated at the western end of the Douro region, has produced a wine with light tannins and which has fine, ready to drink fruitiness,;Quinta do Cachão;87;10;Douro;Michael Schachner;Messias 2013 Quinta do Cachão Red (Douro);Portuguese Red;Messias;9.7;0.32;0.54;2.5;0.094;28;83;0.9984;3.28;0.82;9.6
1031;Portugal;This is a soft wine, attractively fruity with gentle tannins, It is fresh with red berry fruits and open acidity, There is a burnt edge at the end which needs to blow off, Drink from 2015,;Reserva;85;9;Lisboa;Anna Lee C. Iijima;Vidigal 2011 Reserva Red (Lisboa);Portuguese Red;Vidigal;9.1;0.34;0.42;1.8;0.058;9;18;0.99392;3.18;0.55;11.4
1032;Portugal;With 12 months of oak aging, this is a ripe smoothly textured wine, It has black fruits, rich tannins and a jammy, generous texture, The wine is fruity and will be ready to drink from 2017,;Montes Claros Reserva;86;16;Alentejo;Roger Voss;Adega Cooperativa de Borba 2014 Montes Claros Reserva Red (Alentejo);Portuguese Red;Adega Cooperativa de Borba;7.8;0.82;0.29;4.3;0.083;21;64;0.99642;3.16;0.53;9.4
1033;Portugal;The wine is all about fresh fruit, Blackberry fruit jumps from the glass with its light tannins and lively acidity, The structure, with just a touch of dryness, is just right to support the boisterous fruit, Drink from 2017,;Cascas Winemaker Selection;86;10;Alentejano;Joe Czerwinski;Casca Wines 2015 Cascas Winemaker Selection Red (Alentejano);Portuguese Red;Casca Wines;7.1;0.67; -   ;2.3;0.083;18;27;0.99768;3.44;0.54;9.4
1034;Portugal;Perfumed wood aromas lead to tarry tannins and flavors of chocolate and coffee, The black fruit comes later, bringing a richer edge to this structured wine, Wood aging gives the burnt-toast character to this wine that is still firm and dense, Drink from 2016,;Reynolds Reserva;88;28;Alentejano;Kerin O’Keefe;Julian Reynolds 2008 Reynolds Reserva Red (Alentejano);Portuguese Red;Julian Reynolds;7.6;0.46;0.11;2.6;0.079;12;49;0.9968;3.21;0.57;10
1035;Portugal;Named after the grandfather of the present Reynolds, this oak-aged bend of Alicante Bouschet, Trincadeira and Syrah is firm and solid, It has perfumed black fruits, generous tannins and a concentrated structure, Drink from 2017,;Carlos Reynolds;88;18;Alentejano;Virginie Boone;Julian Reynolds 2011 Carlos Reynolds Red (Alentejano);Portuguese Red;Julian Reynolds;8.4;0.56;0.04;2;0.082;10;22;0.9976;3.22;0.44;9.6
1036;Portugal;This is an impressively rich wine, packed with dark black fruits and solid tannins, While it certainly has power it also has a sense of style with the acidity and the concentration well contained, Drink from 2017,;Selecção Syrah-Touriga Nacional;90;55;Península de Setúbal;Kerin O’Keefe;Lobo 2014 Selecção Syrah-Touriga Nacional Red (Península de Setúbal);Portuguese Red;Lobo;8.4;0.31;0.29;3.1;0.194;14;26;0.99536;3.22;0.78;12
1037;Portugal;The cooperative of Reguengos is now a major force in the region, This wine, named after the hilltop town of Reguengos, is a powerful, condensed wine, It has dark black fruits, solid tannins and a smooth texture, Full-bodied and worth aging, Drink from 2015,;Reguengos;90;10;Alentejo;Anna Lee C. Iijima;Cooperativa Reguengos de Monsaraz 2012 Reguengos Red (Alentejo);Portuguese Red;Cooperativa Reguengos de Monsaraz;8.7;0.42;0.45;2.4;0.072;32;59;0.99617;3.33;0.77;12
